"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
0.139313976939189,0.212137069930059,0.254152079296388,0.239103175905216,0.218403771471482,0.187143067747585,0.209053357344719,0.223810822197535,0.07247686419323,0.182246928863961,0.178379075735571,0.198106710033648,0.207902496133336,0.180690785018952,0.178580770946721,0.14157245320923,0.0555473154385182,0.108139346448006,0.0964286534388364,0.131389378875739,0.13269767190635,0.135990836029424,0.11974689133069,0.105010721517065,0.0915434681946998,0.0493052357706032,0.0696089475242914,0.0933986067036793,0.153126423719459,0.0776113581026619,0.121875127157241,0.0525921133844249,0.209037743280975,0.0260935539387032,0.0278574679590593,0.0433363850932464,0.231546962076317,0.0490324945792817,0.0500007841972623,0.0404131087093011,37.551862529756,46.6254046545165,50.7112252587406,49.1200270342838,47.1375910682284,43.8800097502079,45.6068217206307,47.7635396801995,26.3429692890143,42.4893039275156,43.240069809218,45.9266205585855,46.3373857736524,43.6979908588527,43.2055429731249,38.1551777977256,22.885958532455,32.9051384302915,31.6867078719939,36.7991326683426,36.3956009208434,36.537965195711,35.2074762266297,32.9265348143774,32.9507164403196,22.4603623288147,27.363208859105,31.2372978935193,40.5593178326913,28.2321190871147,36.0957068472346,23.8612054720768,54.0938160455054,16.5797411394375,16.7234198655568,21.4968766050234,53.9076403336197,22.2743284131635,23.1288809675057,20.6065156489275
0.134421233700753,0.195793881819147,0.234973060811469,0.235852180065395,0.206559984481343,0.177695021052981,0.211514883879812,0.223800716824517,0.0945168279120226,0.197304110720262,0.162782021407306,0.167688978441369,0.211803235009672,0.176917180258876,0.182134639254047,0.153956874980539,0.0641352147800686,0.0990767204368247,0.0832379339983565,0.125135429390952,0.155284733291527,0.164158063782125,0.10279000511315,0.0918273058587416,0.091860223809318,0.0353176602765409,0.0636097375854758,0.093317828658624,0.176144854030468,0.0979453459806716,0.0859218841977301,0.0361222677243226,0.210338758982022,0.021643583341771,0.0257921389428076,0.0412377015208435,0.257563641163434,0.0524626134521859,0.0460815734947278,0.0358063223769151,37.0449064543201,45.1353424588233,48.7807210005312,49.3344234357769,45.4822008069264,42.7959258668468,45.9425008584399,48.109542026881,30.2667536701727,44.2974484855336,41.6461242981876,41.5525396184782,46.8608713779555,42.9432909820069,43.7847812697346,39.1992310240955,25.4625215311746,31.7884082809738,30.0939094729414,35.7804615230953,39.0987157480336,40.7247703193322,32.6892559223243,31.1274122470196,33.1890365434211,18.7378280004631,25.7579303755309,30.9000968508476,43.3049596371139,32.0686725206673,29.4632884748564,19.7914249900736,54.1538036959081,15.3175026659424,16.1074729209565,21.3479502139355,56.2106332503784,23.2951054242253,21.5590411909393,19.3465224168232
0.130982472380511,0.220211969004127,0.220876181172274,0.205059573512036,0.172928241610646,0.170917765719525,0.207552593191988,0.228139194034139,0.101316288794092,0.162239724383076,0.169435844719692,0.144921167934881,0.204533182260738,0.163049721643659,0.167966090690675,0.174101695453902,0.0730929802048807,0.0745287671902981,0.0894397448777008,0.0997807083643351,0.142808103461545,0.147898632204853,0.0996358553607355,0.10777464503134,0.0907128565821701,0.036395295109773,0.0566788919414445,0.092049517930165,0.179655985285384,0.109153992738525,0.0784762847670533,0.0333267890385078,0.212066375113349,0.0276491223274952,0.03136697892208,0.0384404966343973,0.244468163148749,0.0500478525501543,0.0527995006681411,0.0328964765671221,36.4974828206845,47.5403425071309,47.1582118853017,46.2239333636831,41.9256400700845,41.801216038923,45.760131684288,48.1447625824548,31.4300288871187,40.2270945087448,42.1179812654988,37.7039320547563,45.4969563779736,40.7333906033383,41.7336555490467,40.7398453454113,26.8817986288224,27.5181652070769,30.0847688328393,31.5028591291398,37.6101317936765,38.9899107776,32.4840790939756,32.9116567432937,33.0202963817859,19.0226907257803,24.2453188790957,30.0984934074629,43.5560577177342,33.4094795381501,27.9752059988616,18.6506907776271,54.2239799035689,17.1183336093263,17.5158451566156,20.0738124431875,55.6564525181143,22.6048766587356,22.4836701453183,18.5209624535522
0.112656938900835,0.212504820915508,0.185353720897283,0.183537447321127,0.180626431218751,0.162626555158265,0.201718852203043,0.207297146769717,0.0893918858654018,0.132299358126193,0.157926110676763,0.147315153137842,0.157703697483437,0.152512246017377,0.136382256823916,0.155038787613552,0.0648706829211498,0.0585311831325449,0.103710432157094,0.106564815302852,0.112723060609761,0.123991479585166,0.110111616903715,0.0999211942192549,0.0923963617940768,0.0313075834403529,0.060869834403831,0.0616103015556654,0.153261403315583,0.0844056449098956,0.070709136135482,0.0280004273408738,0.208753177292042,0.0224545739986396,0.0297878863532072,0.032462322016662,0.230855462441632,0.0383858489994411,0.0429681302114428,0.0272896022032741,33.706922451323,46.4018115777703,43.5333415401618,43.8063175172621,42.8032364787129,40.5652309056727,44.5000726609365,45.5245824589977,28.6525160724354,37.0001535272171,40.5289251404796,37.6574990273007,39.2977771457162,39.331803369587,37.2328987013716,38.4124456234358,25.036666907257,24.0592006501903,31.7931725383636,33.0676411244303,33.495766664266,35.2227201683893,34.1188035765724,30.5467399284047,33.1529835957118,16.9178046164768,24.6732385347133,24.7900588232464,40.8306722982455,28.7499312961423,26.326383156812,16.9389396996757,54.1196943048492,15.537857083878,17.0150315197085,18.2136386910926,55.2779038996312,20.0440849617908,20.1434185871483,17.1030906903297
0.0984029082469905,0.186819596452217,0.164445637370623,0.149247254119776,0.162761890925187,0.15804498643045,0.157778123697897,0.177483275686102,0.0657889648066303,0.0943732953666345,0.142463628773282,0.125163189388011,0.14054929393115,0.108900530995642,0.121758280195356,0.0928278187153103,0.0438140788686191,0.0520298600875571,0.07367685580276,0.088248352987258,0.0984734905139557,0.0700678717008093,0.115184103736678,0.0501049342295328,0.091871424399726,0.0181026638749294,0.0476391518109548,0.0441201374461863,0.131491674275819,0.0414069830126058,0.0445370250793349,0.0193112297318679,0.207471945381538,0.0175815523498984,0.0227099224712436,0.0273934084036375,0.228498788877563,0.0239595055287864,0.0241760570505947,0.020422487300998,31.3858033372018,43.8146575186074,41.1368107149966,39.0817822447318,40.6725027311926,40.0421594610422,39.0543064450786,42.1620264577909,25.6616628617968,31.3389923122096,37.8685642756542,35.5990933004101,36.2653057065529,33.1410578857072,35.1809622286919,31.1557364466232,20.4604394020839,22.7373072637669,26.4739246994577,29.6906462548537,31.2988354283891,26.2796443911976,34.3564618382154,21.9652593307101,33.3868498743032,13.3832313178175,21.6971406570209,21.2383142907407,38.0955619208496,20.3184052746276,21.7738381667703,14.1549897834196,53.9610538931939,13.6699112870542,15.228473466692,17.0500096574988,55.798388161557,16.0600428633468,16.2200027934267,14.6599149309039
0.0983158947281053,0.158960724324858,0.17345280641746,0.1584696019464,0.159468037592553,0.139648346477715,0.141062875531725,0.153175961246599,0.0700675925168778,0.10499290335735,0.131456636447294,0.130612460037808,0.136084859416497,0.0987402494756766,0.108443859907966,0.0934204529743659,0.0446133306047885,0.0450210416804424,0.0771922329425334,0.0738164565373333,0.0992303644462228,0.0719799196321827,0.0967752951368022,0.0482506919263477,0.0823122764463302,0.0182690449435662,0.0525788381177721,0.0488676629944881,0.130499428522443,0.0324397585158855,0.0459658454763334,0.0191926671882195,0.213369378994082,0.0166906854914055,0.024432221389163,0.0260495291298574,0.237977387683605,0.0199073325050985,0.02610158357628,0.0156725916148035,30.8083209605541,40.2181633442837,42.1740599824058,40.6537438485527,40.387336229038,37.4930865147987,37.3410426746516,39.4279032436867,26.1973724092651,33.1004911985666,35.4505861568784,36.3306665607699,36.7200507784253,30.9051867930981,33.1397913939612,30.9821814516554,19.7456412044204,21.0977405307408,27.3666016494523,27.2485476254621,31.3361180042739,27.3601346035721,30.758942196673,21.7030785296018,32.0361121182343,13.8091605334195,23.6649533002917,22.44951424361,38.0347761284725,18.9687933439354,20.9069329223875,14.163766667143,54.8046740885305,13.3395408059113,16.0774313237403,16.3197891985154,56.7898808439388,14.4521661015244,16.5051470120822,13.0072071855479
0.103947918204227,0.158525338994204,0.162445850499197,0.159012704475938,0.152344766728802,0.143433299136989,0.145876479692375,0.163465127245084,0.0727237334085728,0.11530517338218,0.124355286713609,0.117183555799641,0.111409434150699,0.112949908618756,0.0992794694221022,0.0967705062691935,0.0504248783276645,0.0389525083604561,0.0673094104777982,0.0606872138486882,0.102470598623944,0.0655316337123958,0.0770892634607858,0.0439618012611749,0.0968141837129943,0.0204118301653185,0.0465898539565913,0.0386802999796145,0.120788501274113,0.0340800439919526,0.0435149689547523,0.0177461239120341,0.217846772574821,0.0156381630848589,0.0168277268740775,0.0226794565145475,0.230069166510226,0.0237580173646549,0.022142688961137,0.0152782295721047,31.9787356730753,39.2904790438196,40.4417178655383,40.3470706920663,39.522628941968,38.015119662196,38.7456923284114,40.8008593773794,26.5404789356868,34.3192572650669,34.3874622590136,34.3759311582828,33.5821860846397,32.9962648085928,31.7927825282032,31.5374129882463,21.1276699888162,19.975183222047,25.8322406263192,25.0814353112098,32.0249414802772,25.7423194246834,27.103577421929,21.2346602058036,34.7411830647458,14.8831447000239,22.2557786445824,20.0774857123922,36.4521971662269,19.1509315377218,21.0177322991863,13.6211657549633,55.533890532019,12.9563418584267,13.1169815131019,15.5108165553017,56.121991068304,15.8955660350446,14.7978129068217,12.8648715114992
0.103750813963174,0.153235450709497,0.150602271868904,0.185000835900483,0.156747697469855,0.133979445772739,0.163628972254595,0.153630391382377,0.0715527836049581,0.10511804307242,0.126862829683024,0.0955091453169934,0.106690912182224,0.120648499996275,0.105635791291203,0.0908896196732325,0.0484399104430496,0.0358438253883025,0.0547890227921791,0.0595559958612736,0.0892671539383475,0.0630942300161705,0.0782754059284053,0.0399532934571376,0.0822659727004503,0.0176454561107956,0.0340652818750733,0.0300525305491273,0.106878485842456,0.0423047545724618,0.0325079986604025,0.0180067598884315,0.209899355457678,0.0123669926652885,0.0247667490307857,0.0226356817212241,0.223868242450097,0.0264703417780157,0.0163611744557739,0.014808642968416,32.5662134606211,38.8050363379474,38.6447255070721,42.940055738854,39.6968711756954,36.7813078580357,40.8631264614027,39.2098625103415,27.0215391837842,31.4407602827613,35.4572274295592,30.7914955349953,33.2321019458212,33.6353025296314,32.7239758759609,30.2175295311119,21.0454066297639,19.4034578021057,23.7736980555491,24.9371149904027,29.3068566299646,25.2863573406243,26.9559956840501,20.3234923169471,31.9604979029679,13.887816260969,18.5741705215495,17.8358327081526,34.5510177850453,21.0229321795135,18.0255179833524,13.2922112829063,54.3800369576862,11.5461110277073,15.1344978037794,15.5264920051816,55.4213661945504,17.0967671023161,13.0633161644314,12.6077206900067
0.102649666456804,0.156719488820063,0.156873208097711,0.171890598720985,0.16641690918978,0.154456861893061,0.165525784652947,0.172130693967851,0.0736951857624957,0.0792852970439648,0.133912669066813,0.104990599974388,0.104887292305134,0.10378305750155,0.113946514907795,0.0781328972013322,0.0520492869658473,0.0396408831094833,0.0702105132944663,0.0701436849336067,0.0701692315573089,0.0741436409327665,0.0876024908396732,0.0430082797407461,0.0834416744918024,0.0155082639733009,0.0318492981801531,0.0437027344735121,0.105430065038646,0.0411436038039974,0.036925509722712,0.0152846112846569,0.199345964148727,0.0128585446101749,0.025774399136387,0.0265172269350757,0.218356277723685,0.021105758675372,0.0156917894347427,0.0161572507943621,31.8065930314727,39.0132361259395,39.3499748774038,40.9728615218042,41.0452096230881,39.532786366845,41.2468257990373,41.3293721730501,26.706203418174,27.8643487732323,35.8253763877775,31.9464584553441,33.2158931982609,31.5607012551616,33.8360747445639,28.2417628913732,21.1807157506123,20.3032308073433,26.5564807648734,26.6484232192032,26.2372695573214,27.3103668329854,29.1075238001598,21.1437896072624,32.1934717317697,12.8034165034177,18.0031372639208,21.3845393270255,34.5732817560921,20.582635526703,19.4294361846802,12.3095921086144,53.0438434922968,11.8201854978877,15.5115075180671,16.9083686559637,54.1087017342331,15.1587746267789,12.7014578820734,12.9949210031013
0.0828449905177275,0.127771895434819,0.129808392933616,0.138152349781422,0.142045486042896,0.141913494516711,0.143306540560337,0.135978054255602,0.0491324029425303,0.0583449350253332,0.091894774614357,0.10219579873654,0.108116744137328,0.0800191845779984,0.0951588981167122,0.0719126241145551,0.0415587807573809,0.0326190140158678,0.0604475444981866,0.0612722690060211,0.0620263569063627,0.0699433854288712,0.0615132973434828,0.0349177476089238,0.0734800244071427,0.0142663802295198,0.0222222946725269,0.0365255248762479,0.0848950166553445,0.0337374945653869,0.0279119392201184,0.0154205596904093,0.189799706646281,0.0117019907219964,0.0158887812327719,0.0214713446188458,0.189956582570238,0.0179414575811061,0.016457047116988,0.0151966525406951,28.3953021197124,34.8170727619788,35.2185718884416,36.6609649283342,37.3892857664637,37.7671510158276,37.6428760221965,36.0536984163065,21.7213066761516,23.8604489424973,29.307930412239,31.4537683621364,33.0923266863124,27.5861339318638,30.1820353506507,26.9181794835359,19.0479083994827,17.8950125011631,23.905628250296,24.652814050238,24.3016597107544,26.4171344022634,25.0432485760854,18.9279591060678,30.4297033310596,12.2184115897644,15.0212685457427,18.6154507026983,31.2613327897717,18.733863755924,16.6920485084723,12.4748800953234,52.0672624471197,11.3699602065511,12.658936240354,15.1148111457158,50.8603466224493,13.9164126250663,12.7979900953156,12.6675963597855
