"V1","V2"
0.998789446379657,0.00119366683720879
0.999167356554521,0.000819230308135275
0.999241738658746,0.000746963113161694
0.999196979975348,0.000790833501504713
0.999546921181248,0.000446185166717375
0.999591130375577,0.000402334435155053
0.999646870447804,0.000347709823893976
0.999634621335568,0.000359177179768167
0.999677407507699,0.00031743225728598
0.999654003423323,0.000340726642099511
0.999574943734753,0.000418363188868033
0.999900669768845,9.78302599157761e-05
0.999923466117561,7.54821277696282e-05
0.999820373839592,0.000176521761780562
0.999839868503483,0.000157708715832641
0.99981335000717,0.000183657024981339
0.999546504495399,0.000447085976918196
0.999224243026763,0.000763869073543045
0.998914333053793,0.00106919915617285
0.999054276767809,0.000931846546512939
0.999123828595617,0.000863409791871685
0.999360074964282,0.000630397094561456
0.99952234973993,0.000470247457405324
0.999501253022289,0.000491025208429161
0.999539587601785,0.000452976531438124
0.999581851930214,0.000411305526029965
0.999673771839454,0.000320696055449634
0.999806445655337,0.000190593497870545
0.999753385759048,0.000242521731911119
0.999864448728469,0.000133764364020257
0.999085583866969,0.000898665227751002
0.999047552767578,0.000938423708698026
0.999265244447862,0.000723022397004666
0.999523552135812,0.000469660960603926
0.999527792356114,0.000465253386340396
0.999368310860411,0.000622547412637083
0.999416503566176,0.000575061190282748
0.999481459162874,0.000510804827554285
0.999411555277173,0.000579982188278946
0.999200236507847,0.000788410047115896
0.999981084991595,1.86615768503307e-05
0.999964199048507,3.53249399480339e-05
0.999952795198358,4.65448858072276e-05
0.999978425940879,2.12577432817498e-05
0.999947339449828,5.20322720953992e-05
0.99997959098754,2.01374985078169e-05
0.999971118902083,2.84786265089971e-05
0.999952329210138,4.70850227582434e-05
0.999978045471286,2.16517345368122e-05
0.999971759850047,2.78377078406942e-05
0.999968514697522,3.10697550305532e-05
0.999933606531566,6.54768512385338e-05
0.999930889221794,6.82475581700003e-05
0.999945443984612,5.38805851616064e-05
0.999963660702183,3.57868316709324e-05
0.999824765126575,0.000172922539396926
0.999960902518476,3.85113010512781e-05
0.999919959339559,7.90444388176684e-05
0.999956653933392,4.27014116161264e-05
0.999940338777875,5.88507178975754e-05
0.999970266621877,2.9320470203464e-05
0.999961208990832,3.82777719331873e-05
0.999951833326303,4.74403702115025e-05
0.9999755475425,2.41158316185927e-05
0.999959201583217,4.03083280145446e-05
0.999974457446095,2.52011787050029e-05
0.999937472052169,6.16686029450206e-05
0.999975316064714,2.43512538368253e-05
0.999976214168169,2.34958205427625e-05
0.99997656025813,2.31284303051083e-05
0.999944284052415,5.49767261834619e-05
0.999939390604349,5.97184443032091e-05
0.999951363761217,4.8022968594848e-05
0.999931916712876,6.71013644408576e-05
0.999974704644739,2.49481601071775e-05
0.999968584519017,3.0949851596559e-05
0.999971394508884,2.82231997276888e-05
0.999844515111166,0.000153282882685572
0.999927051402744,7.18589999849531e-05
0.999965766728172,3.37839853641191e-05
0.999937931949295,6.11552345378496e-05
0.999676752474305,0.00031900027399125
0.999781833241318,0.000215260206155915
0.999659251460724,0.000336016242518734
0.999676733252888,0.000318945621032669
0.999813976680154,0.000183393823816262
0.999788518774605,0.000208588335195383
0.999760667975941,0.000236136875224864
0.999693264682716,0.000302350369723198
0.999943032491368,5.61685918182471e-05
0.999896046741549,0.000102425189408164
0.999965317096777,3.42020487819726e-05
0.999822513555188,0.000174980454671218
0.999822244686085,0.000175394702619437
0.999942816899143,5.62558657767241e-05
0.999879661405798,0.00011880683734122
0.999906589434851,9.20154632079246e-05
0.999939504659048,5.96091121482973e-05
0.999880477239342,0.000117765509614636
0.999919171892419,7.97277074916823e-05
0.999962300677825,3.71744920246572e-05
