"V1","V2"
0.790852854468728,0.283056121532003
0.79149985302295,0.282740066726277
0.791463639840395,0.282684023880077
0.78981963235405,0.283358379123481
0.791678887842572,0.282600163345848
0.789720428657837,0.283394520110099
0.791134458100723,0.282991699424243
0.789957549258333,0.283599735907545
0.788150511490639,0.284343649384965
0.790494436279139,0.283367074762657
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.791414197551611,0.282664684059335
0.790124239131887,0.28321673608082
0.787943568770064,0.284385214324176
0.79025494785562,0.283413606652177
0.79080577035188,0.283086682781663
0.791986672692014,0.282666375881439
0.791467071273115,0.282939036033882
0.790809770588627,0.283266771595194
0.791236230864406,0.283090775518089
0,0
0.790552094721873,0.28323984735881
0.791254261251111,0.282938251491151
0.790543589640733,0.283187861437446
0.781869535440378,0.286670841397076
0.781442589283867,0.287055203643565
0.781617843477419,0.287147543406756
0.786179973603899,0.285233872438628
0.784104215007503,0.285775229850347
0.783970398996506,0.285921173998354
0.784484230571324,0.285726713177207
0.786988130969219,0.285189530774084
0.788138049487612,0.284492771733308
0.789844998678679,0.283747575825953
0.789213796085722,0.284048791629199
0.789752207838467,0.283839779446591
0.789638178877843,0.283894040557581
0.791390734346305,0.282801842278773
0.792828597818198,0.282091890387696
0.79216372431968,0.282340364807107
0.790104078142048,0.283661808377305
0.789152754506893,0.284068198510914
0.789433007028018,0.283936819592459
0.79083410105838,0.283329523244772
0.789655329829501,0.283956021834746
0.789190035419989,0.284167016139313
0.788921935703562,0.284162226076922
0.788124811478086,0.284536991635489
0.789054770922505,0.283971533163515
0.789136531189154,0.283834230060876
0.79096790048941,0.283292011606273
0.789776798365164,0.283680999737386
0.792850386499732,0.282101863777548
0.793281436761567,0.282112329405854
0.790903285352987,0.283243238648169
0.792348841918375,0.282678385703622
0.792510144836978,0.282526623377176
0.79337715527106,0.281928079661488
0.79174778750107,0.282792765025014
0.791669373580463,0.282674750664653
0.79242652732417,0.282334196385366
0.790018075284312,0.283790829893847
0.790697618294093,0.283335013879112
0.7912071625871,0.283130693494503
0.791323091989181,0.282984668250153
0.790659130630952,0.283535993120974
0.789130342218391,0.284295750445514
0.790481856779784,0.28361543100224
0.790738673260977,0.283277859199054
0.789697263093404,0.283782787559393
0.79121171794642,0.283195010215873
0.790134352039089,0.283651831747876
0.789976829017351,0.283698817713744
0.791278382247196,0.282933748231652
0.788954015834912,0.284153610245167
0.786435938030043,0.285270607871782
0.78926393189641,0.283918514204105
0.790836746823007,0.283130270940683
0.791809769982632,0.28276506862119
0.792032681395872,0.282691491484595
0.791333981148624,0.282800390256261
0.792338857877455,0.282534082046629
0.791770454867683,0.28268382917713
0.7913563975694,0.282936217511119
0.792215326060932,0.282436816403996
0.791493032204607,0.282923545556858
0.791837663880196,0.282766746872184
0.790721454513812,0.283137032855613
0.792919423299035,0.282135754687306
0.790903296772576,0.283068104122252
0.790777106336466,0.283429593979703
0.791430894772662,0.282909182784695
0.791251700177147,0.282989012066379
0.79254522346798,0.282384604395049
0.791500304958444,0.282952642361053
0.792678669162368,0.282496046741211
0.792873635698601,0.282376680998502
0.792587959692514,0.282485324263777
0.792597256539885,0.282209701838609
0.792102522469795,0.282336966867748
0.79170641936608,0.282503363233461
0.789573859509006,0.283913756729981
0.789987524251451,0.283744016478672
0.793538404292752,0.282037649892221
0.794219624063524,0.281697514619679
0.792826617500582,0.282195876757732
0.790161747080658,0.28320779706673
0.791367209144502,0.282845449663603
0.79145073784799,0.282986114649127
0.790954129181586,0.283238573897956
0.790130926492195,0.283499707235183
0.788375224214948,0.284778640545347
0.788718344148365,0.284554107528902
0.789545285290759,0.284040377098451
0.788456492973961,0.284556919139533
0.785184878447438,0.28622552480059
0.784570349909064,0.286519221538587
0.782780338885231,0.28736853737132
0.785605213489992,0.286045662251039
0.785118669582081,0.286138010625446
0.788627493989909,0.28441984205178
0.787281670709617,0.285011118064896
0.789351219505698,0.284179382314363
0.788297434375057,0.284731912100066
0.784064661808808,0.286793388689709
0.785164891455205,0.286193651436357
0.785824737240195,0.285858759752591
0.78861082441465,0.284505061664677
0.787498354193982,0.284949074299588
0.787460431169378,0.2850861747667
0.785949579620795,0.285680286618559
0.787109771499206,0.285187217570125
0.787860616982591,0.284850349035321
0.7859909204665,0.285860121130904
0.785058705214246,0.286355749658148
0.786965614663115,0.285395030117116
0.785186484291961,0.286194961898453
0.786025931430625,0.285778849640812
0.786148513348773,0.285707440548292
0.788190615558518,0.28457708581317
0.786914256313818,0.285231372566583
0.785475305656437,0.286077522565493
0.786839935261087,0.285299112377004
0.788471988187641,0.284497396190452
0.78859043695193,0.284382495549206
0.787601535041399,0.284922995434724
0.787267369415392,0.285152586017814
0.787857024778637,0.28478588955317
0.785898937306286,0.285836355032397
0.78582154676718,0.285514960226302
0.788817397158702,0.284266561410451
0.748039434928949,0.290617320136243
0.748915518933589,0.290573474199336
0.749127245981802,0.290557402414631
0.748724634453861,0.290786150917966
0.749090380045819,0.2907212923104
0.750899414013878,0.290361654408203
0.749485006896896,0.290606057609744
0.750610393559892,0.29015261981715
0.749472099790711,0.290520619332107
0.749959381545385,0.290548239483726
0.791479263406103,0.282744940306647
0.791299501777206,0.28283536611829
0.790706863487639,0.283127059848825
0.790937124792643,0.2830588383849
0.791036687238487,0.283006948784869
0.790713567372897,0.283154859391463
0.791885680613372,0.282649871607105
0.791846129615801,0.282656394144198
0.791786006568046,0.28273164281832
0.790943848579707,0.283095904765728
0.790136030587056,0.283296346222536
0.790062829471923,0.283307833366847
0.791934579252564,0.282535714585433
0.791391211849693,0.282713680273264
0.790915118165979,0.283012463025362
0.790673267859034,0.283033504879174
0.7902277640188,0.283298852543865
0.790951173583796,0.282945233806761
0.790705397953119,0.283116586192169
0.790891697776198,0.283086865262472
0.790861577836833,0.282989937159936
0.790897159267889,0.282990174488203
0.789435107022782,0.283634129313469
0.790410164189831,0.283088629309009
0.790445696642221,0.283168972097128
0.791167976881229,0.282896972248107
0.789550862572078,0.283558623134947
0.791102842010069,0.28290761791853
0.791618597640875,0.282700496751777
0.791020923982789,0.282936302694364
